微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
#陈羽凡白百合离婚##陈羽凡退出娱乐圈# 网络是把双刃剑啊 http://t.cn/z89eOvn ?,2017-04-16 06:04,iPhone 6s,http://weibo.com/1227092651/EEIrDjnr6,火狐仙女,260673,女,北京 东城区,名人认证,原创,,,,,
白百何：刚从信号很差的算命处回來，看到这么不靠谱的事情实在是太可笑了，猜测分析不少，但抱歉都不是事实，难为有心人这么操心了，沒想到会引发这样的误会，只能說以后去算命，再重要也不能在泰国算，不能近距离接触算，长了个经验，谢谢提醒了。,2017-04-16 05:57,微博 weibo.com,http://weibo.com/2428198234/EEIp4Dhlm,鲁若情,374,女,广东 广州,普通用户,转发,[二哈]陈羽凡发视频回应“白百何出轨事件”：两人于2015年已协议离婚！继卓伟回应陈羽凡朋友圈发飙“他指的不是我”后，4月16日凌晨，白百合事件又有了新进展，虽不见白百何离婚声明，但陈羽凡离婚声明发了并称2015年已与白百何协议离婚，为陪孩子将无限时退出娱乐圈。这是闹的哪一出戏呀，还毁我家让...全文： http://m.weibo.cn/5111326435/4097029368218198 ?,iPhone 7 Plus,2017-04-16 05:23,聊娱君,http://weibo.com/5111326435/EEIaYytVA
"歌手冠军：靠实力，而不是人气。

白百何出轨事件告诉我们，：真相往往不我所能批判的。

陈羽凡发视频回应“白百何出轨事件”：两人于2015年已协议离婚，继卓伟回应陈羽凡朋友圈发飙“他指的不是我”后，4月16日凌晨，白百合出轨事件又有了新进展，虽不见白百何离婚声明，但陈羽凡离婚声明足以证明一...全文： http://m.weibo.cn/1237213803/4097029875871953 ?",2017-04-16 05:25,偷了李白的iPhone,http://weibo.com/1237213803/EEIbNoDyV,枪久久,53125,男,北京 海淀区,名人认证,原创,,,,,
陈羽凡发视频回应“白百何出轨事件”：两人于2015年已协议离婚，继卓伟回应陈羽凡朋友圈发飙“他指的不是我”后，4月16日凌晨，白百合出轨事件又有了新进展，虽不见白百何离婚声明，但陈羽凡离婚声明足以证明一个人男人的承担责任，也相信他们曾经爱过，好聚好散的婚姻更值得尊重，为陪孩子将无限时退...全文： http://m.weibo.cn/1237213803/4097024431762864 ?,2017-04-16 05:03,偷了李白的iPhone,http://weibo.com/1237213803/EEI317oBi,枪久久,53125,男,北京 海淀区,名人认证,原创,,,,,
【卓伟回应陈羽凡】陈羽凡深夜发文：2015年就已和白百合协议离婚，善爱为本度此生[心]感恩爱我的所有人～自己将退出娱乐圈～～真心理解陈羽凡为了保护元宝，和白百合选择不发声，太男人了[good]。今天这个声明，对陈羽凡来说太难了。本来人家俩夫妻都心知肚明，各玩各的但是婚姻还是要过的，可能为了孩...全文： http://m.weibo.cn/2453653365/4097008816276098 ?,2017-04-16 04:01,iPhone 6,http://weibo.com/2453653365/EEHDPqkHo,圈内星探,1444517,女,上海,名人认证,原创,,,,,
最新消息：由于白百合出轨影响，张碧晨的《歌手》帮唱嘉宾由白百何换成杨宗纬了！两人曾合作《三生三世》主题曲《凉凉》。此前是因为杨宗纬没有档期。此番杨宗纬也是为了救场帮张碧晨，还特意换开了自己的档期 ????,2017-04-16 03:01,即刻笔记,http://weibo.com/1095510200/EEHfpkjG2,小道资讯,543024,男,海外 美国,名人认证,原创,,,,,
【陈羽凡发视频回应“白百何出轨事件”：两人于2015年已协议离婚】继卓伟回应陈羽凡朋友圈发飙“他指的不是我”后，4月16日凌晨，白百合事件又有了新进展，虽不见白百何离婚声明，但陈羽凡离婚声明发了并称2015年已与白百何协议离婚，为陪孩子将无限时退出娱乐圈。[吃惊]视频↓↓http://t.cn/RX5SY6y ?,2017-04-16 02:58,专业版微博平台,http://weibo.com/1712686623/EEHe85qy4,手机上的新浪,6163564,女,北京,媒体认证,原创,,,,,
转发微博,2017-04-16 02:49,iPhone 6 Plus,http://weibo.com/2015533421/EEHaCkekc,名岛教育集团董事长,4722,女,黑龙江 哈尔滨,名人认证,转发,岳云鹏说相声底下坐着成龙，白百合和陈坤唱五环好听！ http://t.cn/RXqiqUw . ?,iPhone 6,2017-04-16 00:32,故心电影,http://weibo.com/5904374462/EEGh5ifZT
要不是睡得晚就看不到了…陈羽凡大半夜发视频声明，2015就已经跟白百合离婚了……所以，这盘不是出轨[摊手][摊手][摊手],2017-04-16 02:48,iPhone SE,http://weibo.com/1971766835/EEHaoqYXH,成都牙尖帮,143859,男,四川 成都,名人认证,转发,善爱为本度此生[心]感恩爱我的所有人～'涛哥'一直在！All for love… http://t.cn/RX5Xe5y . ?,iPhone 7 Plus,2017-04-16 01:47,陈羽凡,http://weibo.com/2113045567/EEGLn6ydW
更多娱乐八卦请关注@娱十八,2017-04-16 02:40,,http://weibo.com/2218404210/EEH6OvmWX,變態教授,418832,男,其他,普通用户,转发,突发！陈羽凡深夜突发离婚声明，称与白百合早已在2015年协议离婚，从今天起无限时退出娱乐圈！http://t.cn/RX5Xe5y ???,iPhone 6s,2017-04-16 02:26,娱十八,http://weibo.com/5979128932/EEH1evTUu
陈羽凡， 别管别人的闲言碎语，你好好生活[心]照顾好自己和儿子。刚刚看了他的视频，真的感觉他很Man，发生了事情第一个站出来，说退出娱乐圈陪伴家人孩子！也表明在协议离婚保护了白百合，就算分开也会保护一个爱过的人！真的比很多明星分手离婚就互踩好太多了！路转粉！ ?,2017-04-16 02:32,iPhone 7,http://weibo.com/2048661167/EEH3Hj85j,全球潮流婚纱,2440831,女,上海 黄浦区,名人认证,原创,,,,,
更多娱乐八卦请关注@娱十八,2017-04-16 02:30,口味酱的iPhone,http://weibo.com/2178690247/EEH2WABnr,口味酱,2289506,女,香港,名人认证,转发,突发！陈羽凡深夜突发离婚声明，称与白百合早已在2015年协议离婚，从今天起无限时退出娱乐圈！http://t.cn/RX5Xe5y ???,iPhone 6s,2017-04-16 02:26,娱十八,http://weibo.com/5979128932/EEH1evTUu
陈羽凡， 别管别人的闲言碎语，你好好生活[心]照顾好自己和儿子。刚刚看了他的视频，真的感觉他很Man，发生了事情第一个站出来出生，说退出娱乐圈陪伴家人孩子！也表明在协议离婚保护了白百合，就算分开也会保护一个爱过的人！真的比很多明星分手离婚就互踩好太多了！路转粉！ ?,2017-04-16 02:30,iPhone 7,http://weibo.com/2048661167/EEH38qa6j,全球潮流婚纱,2440831,女,上海 黄浦区,名人认证,原创,,,,,
老梁谈白百合出轨事件。[摊手]http://t.cn/RXqdVi0 ?,2017-04-15 23:25,微博 weibo.com,http://weibo.com/2615292573/EEFPIwRqF,幽默搞笑家,2463797,男,北京,名人认证,原创,,,,,
【视频：明星大吐槽：白百合红杏出墙坑坏商家】（分享@爱奇艺） http://t.cn/RX52But ?,2017-04-15 23:05,爱奇艺,http://weibo.com/1874319127/EEFHMxtmg,山寨西葫芦,48785,男,福建 福州,普通用户,原创,,,,,
张碧晨，据说原来帮唱的是白百合，没想到出了状况，临时找了杨宗纬，合作那首凉凉。好听，可舞台上的交流与默契度不够。 ?,2017-04-15 22:41,iPhone 7 Plus,http://weibo.com/1656251644/EEFxTnNMS,梅钕,77281,女,上海 长宁区,普通用户,原创,,,,,
喜欢陈羽凡的女人很多，喜欢白百合的男人也很多，这世界奇妙就在于，喜欢的未必就有缘份在一起，在一起的缘份没了就会分开。看开吧。 ?,2017-04-15 22:08,iPhone 6 Plus,http://weibo.com/1665184267/EEFkGlx0h,亨利博士,38544,男,上海 长宁区,名人认证,原创,,,,,
想要青春无敌，吊带裤来一条！,2017-04-15 21:27,iPhone 7,http://weibo.com/1308564490/EEF46i3qm,花样盛年杂志,66940,女,广东 深圳,媒体认证,转发,#单品推荐# 最近背带裤君摊上事了，在#白百合出轨第二弹# 不幸“中弹”，背带裤君只能叹息：谁让本宝宝是青春减龄的首推单品呢！众星追捧的焦点呢！[哈哈] 快看看其他明星的演绎吧！ ?,微博 weibo.com,2017-04-15 10:02,爱装时尚,http://weibo.com/5726212280/EEAzJbxXr
卓伟回应陈羽凡，此事跟他无关[摊手]大概卓伟是间接承认有人故意套路白百合[doge]虽说出轨百口莫辩，但是这故意套路想出名的招数实在可恶 ?,2017-04-15 20:48,iPhone 7 Plus,http://weibo.com/2751249860/EEEO91xiU,娱乐星扒婆,720529,女,海外,名人认证,原创,,,,,
转发微博,2017-04-15 20:32,,http://weibo.com/3904738329/EEEHwwG7o,一句正能量的话,2386252,女,北京,名人认证,转发,老梁谈白百合出轨事件。[摊手]http://t.cn/RXGRNY8 ?,微博 weibo.com,2017-04-15 20:05,逗逼的日常,http://weibo.com/2729902997/EEEwO1NzZ
转发微博,2017-04-15 20:26,iPhone 7,http://weibo.com/2053003743/EEEF3qE1S,西安车展,36319,男,陕西 西安,媒体认证,转发,白百合出轨？陈羽凡是这么回复的.@西安车展 http://t.cn/RIhNhCX ?,iPhone 7,2017-04-14 22:54,杨立军,http://weibo.com/1816392184/EEwcWtZPs
老梁谈白百合出轨事件。[摊手]http://t.cn/RXGRNY8 ?,2017-04-15 20:05,微博 weibo.com,http://weibo.com/2729902997/EEEwO1NzZ,逗逼的日常,1524154,男,北京,名人认证,原创,,,,,
老梁谈白百合出轨事件。[摊手]http://t.cn/RXGRNY8 ?,2017-04-15 20:00,微博 weibo.com,http://weibo.com/2028685805/EEEusj4c6,这微博是个奇葩,1461490,男,北京,名人认证,原创,,,,,
#卓伟回应陈羽凡#卓伟回应陈羽凡 ：卓伟朋友圈作诗总结白百合陈羽凡婚姻经历，称其“三载衾冷棕榈泉”，暗指白百合独守空房三年 http://t.cn/RXqLLeM . ?,2017-04-15 19:37,iPhone 7 Plus,http://weibo.com/1879813337/EEEloywVS,尚领国际教育Nicky,37654,男,四川,名人认证,原创,,,,,
更多娱乐资讯请关注@娱十八,2017-04-15 19:12,,http://weibo.com/2218404210/EEEb0Fp8q,變態教授,418832,男,其他,普通用户,转发,老梁谈白百合出轨事件[摊手]http://t.cn/RXGRNY8 ???,iPhone 6s,2017-04-15 18:39,娱十八,http://weibo.com/5979128932/EEDXIfjAz
老梁谈白百合出轨事件。[摊手]http://t.cn/RXGRNY8 ???,2017-04-15 19:05,,http://weibo.com/2655485361/EEE8erGZc,嘴巴笑抽筋了,18804500,男,广东,名人认证,原创,,,,,
更多娱乐资讯请关注@娱十八,2017-04-15 18:52,口味酱的iPhone,http://weibo.com/2178690247/EEE2YveSz,口味酱,2289506,女,香港,名人认证,转发,老梁谈白百合出轨事件[摊手]http://t.cn/RXGRNY8 ???,iPhone 6s,2017-04-15 18:39,娱十八,http://weibo.com/5979128932/EEDXIfjAz
老梁谈白百合出轨事件。[摊手] http://t.cn/RXGRNY8 ?,2017-04-15 18:22,iPhone 6 Plus,http://weibo.com/2398259540/EEDQFwY27,爱笑六点半,273656,男,广东,名人认证,原创,,,,,
转发微博,2017-04-15 17:02,微博 weibo.com,http://weibo.com/1652811601/EEDkpnkqO,喷嚏网铂程,292558,男,四川 成都,名人认证,转发,老梁谈白百合出轨事件。[摊手]http://t.cn/RXGRNY8 ?,微博 weibo.com,2017-04-15 17:01,史上第一最最搞,http://weibo.com/1134796120/EEDjNvXRE
老梁谈白百合出轨事件。[摊手]http://t.cn/RXGRNY8 ?,2017-04-15 17:01,微博 weibo.com,http://weibo.com/1134796120/EEDjNvXRE,史上第一最最搞,3551006,女,广东,名人认证,原创,,,,,
"一女问禅师：“白百合都出轨了，是否还可以相信爱情？ ” 

禅师微微一笑，指着天空一只飞鸟道:“看看它你就明白了。” 

女仰望许久，道:“大师的意思是否是说:爱的意义就是不受束缚让它自由飞翔？” 

大师闭上眼睛道:“非也！我意思是:人家出轨关你鸟事！ ?",2017-04-15 16:45,iPhone 6s Plus,http://weibo.com/1235320365/EEDdEAeeG,唐达天,91959,男,广东 珠海,名人认证,原创,,,,,
《外科风云》定档417开播，蛮期待靳东的，看来白百合出轨事件对其事业打击没有想象中的大。[喵喵] ?,2017-04-15 16:41,iPhone 7 Plus,http://weibo.com/1327381861/EEDbNnFLd,八卦婊妹,604822,女,其他,名人认证,原创,,,,,
陈羽凡朋友圈深夜发文：毁我家者必让你亡。疑再次回应白百合出轨事件，虽然出轨是真，但看第二弹男方有意看镜头，肯定是知道有人在拍，白百合应该是被人设计了。 ?,2017-04-15 16:22,iPhone 7 Plus,http://weibo.com/1327381861/EED4ba0td,八卦婊妹,604822,女,其他,名人认证,原创,,,,,
陈羽凡朋友圈深夜发文：毁我家者必让你亡你不知道怎么做男人，我就好好教教你！”几句狠话 一张配图 算是回应了白百合出轨事件？而女方到目前尚未回应。[doge][doge][doge] ?,2017-04-15 15:48,微博 weibo.com,http://weibo.com/1742474850/EECQbkEzA,全球热门精选榜,1967723,男,上海 黄浦区,名人认证,原创,,,,,
#这微博有点污# 白百合出轨后首次接受采访，竟然说了这样的内幕[二哈] http://t.cn/RXG3JZU . ?,2017-04-15 15:31,秒拍网页版,http://weibo.com/1462492010/EECJnkTPi,这微博有点污,215185,男,海外 美国,名人认证,原创,,,,,
"#陈羽凡朋友圈#15日凌晨2点，陈羽凡在朋友圈发文写道：“我知道的和你丫所策划的一切，我保证要还。毁我家者必让你亡！你不知道怎么做男人，我就好好教教你！”而白百合到目前尚未回应。
4月12日，白百何被曝婚内出轨，与男模张爱朋蜜游泰国，甜蜜戏水。
4月13日，再被曝出第二弹，白百何与张爱朋在泰...全文： http://m.weibo.cn/2132723453/4096805488594421 ?",2017-04-15 14:33,微博 weibo.com,http://weibo.com/2132723453/EEClSA3NH,神婆塔罗占卜,1009302,女,海外 美国,名人认证,原创,,,,,
【“太阳节”：朝鲜举行大规模阅兵活动】4月15日是朝鲜已故领导人金日成诞辰105周年，也是朝鲜“太阳节”。朝鲜按传统在金日成广场举行大规模阅兵。韩军方认为，本次阅兵将为朝鲜史上规模最大。朝鲜会否在今日启动第六次核试验，备受关注 关注半岛局势 张爱鹏 白百合 陈羽凡 朝鲜阅兵成功抢了你们头条...全文： http://m.weibo.cn/1662280812/4096804133883267 ?,2017-04-15 14:28,iPhone 7,http://weibo.com/1662280812/EECjHgidl,长春传,207326,男,吉林 长春,名人认证,原创,,,,,
有新片？//@时光的情话:个人直觉这件事情跟定和那个张爱朋有关，第二弹视频他还有看镜头，肯定不止是单纯的被偷拍到而已，拿开白百合出轨的对错来说，这件事情她应该也被套路了，不喜勿喷[doge],2017-04-15 14:17,中兴天机7Android,http://weibo.com/1483330984/EECfngren,侯宁,2352714,男,北京,名人认证,转发,#白百何出轨# 15日凌晨2点，陈羽凡在朋友圈发文写道：“我知道的和你丫所策划的一切，我保证要还。毁我家者必让你亡！你不知道怎么做男人，我就好好教教你！”而女方到目前尚未回应。详情：http://t.cn/RXGtKEi ?,微博 weibo.com,2017-04-15 11:39,新浪娱乐,http://weibo.com/1642591402/EEBdcrSe2
#首发##白百合无码偷拍#白百合被偷拍高清图曝光！（很快删）不服点赞 ?,2017-04-15 14:16,晨冬瓜的新浪微博4G版,http://weibo.com/1915566297/EECeV9wK7,南宁晨冬瓜,208668,男,其他,名人认证,原创,,,,,
回复@幸阿初:[阴险]//@幸阿初:是咧！我也这样想！十二年前出轨张爱朋，他得多大？？Ex?转移视线？？我敢保证，还有好多人都不认识白百合[摊手][摊手][摊手],2017-04-15 14:16,iPhone 9+iPhone 5s,http://weibo.com/1403936721/EECf65BK8,霍小兵,56017,男,北京 东城区,名人认证,转发,"卓伟最初要爆料的预告是这样的：4.12之后，希望他们还是相亲相爱的一家人。特别强调12年的大料#要言霍众，以增视听。# 
12年前，白百何还是一位18线艺人，卓伟应该不会关注。而陈羽凡和白百何结婚是在2008年。所以，这个12年之说令人怀疑。再说12年之前，张爱朋才多大呢？认为白百何是被临时抓来顶包，...全文： http://m.weibo.cn/1403936721/4096795757926540 ?",iPhone 9+iPhone 5s,2017-04-15 13:54,霍小兵,http://weibo.com/1403936721/EEC6bxg3q
#白百合出轨#针对羽凡深夜朋友圈的“战书”，卓伟在回答网友提问时说↓↓↓ ?,2017-04-15 14:10,微博 weibo.com,http://weibo.com/1801817195/EECcogkIk,辽沈晚报,3994136,男,辽宁 沈阳,媒体认证,原创,,,,,
虽然有点过分，不过还挺恰如其分。,2017-04-15 14:05,iPhone 6,http://weibo.com/1459781777/EECaJr3ks,呛口婷BoA,1006,女,北京 海淀区,高级达人,转发,白百合出轨后首次接受采访，竟然说了这样的内幕#低调炫技##白百何出轨##白百何陈羽凡分居# http://t.cn/RXA8B4V ?,,2017-04-13 15:59,趣闻局长,http://weibo.com/1221684892/EEk3YkhlR
相比白百合的出轨 长春小三没那么幸运 被原配暴打 陈羽凡朋友圈放出狠话(毁我家者必让你亡  张爱鹏你怎么想?)@张爱鹏 @白百合  http://t.cn/RXGCA1x ?,2017-04-15 14:01,iPhone 7,http://weibo.com/1662280812/EEC95v5SE,长春传,207326,男,吉林 长春,名人认证,原创,,,,,
这毁掉的不仅仅是自己，更是一个家庭，女人不自爱，很多事情会让他后面不堪一击。希望羽凡能够承受这些渡过难关，这样的女人不要只会对于你好。[赞][赞][赞],2017-04-15 13:49,HUAWEI Mate 9,http://weibo.com/2123798095/EEC3RCLSE,一横一竖先生,74176,男,广东 广州,名人认证,转发,#白百何被曝出轨# #卓伟12年大料# #全明星直播# 独家爆料白百合与某小鲜肉同游泰国，两人在泳池边戏水动作十分亲密，在白百合的撩拨下，小鲜肉更是起了生理反应，画面实在尴尬辣眼不可描述，完整视频戳→http://t.cn/RXw5nzO 不过在娱乐圈中白百何陈羽凡一直是模范夫妻，现在闹这么一出究竟是怎么回事...全文： http://m.weibo.cn/5979322930/4095683004675289 ?,微博 weibo.com,2017-04-12 12:13,Live全明星直播,http://weibo.com/5979322930/EE99qjCfT
陈羽凡朋友圈发文写道：毁我家者必让你亡。陈羽凡发文说明人家俩夫妻都心知肚明，各玩各的但是婚姻还是要过的，可能为了孩子，也可能为了别的，本来都好好的突然被卓伟爆出来，成了全民皆知，白百合名誉没了，自己还成了教科书式的大绿帽，肯定气炸了。吃瓜群众继续吃瓜好了[二哈] ?,2017-04-15 13:43,iPhone 6 Plus,http://weibo.com/1901720017/EEC1xt7wj,似锦流年,110331,女,上海,名人认证,原创,,,,,
#白百合出轨#陈羽凡朋友圈深夜发文：毁我家者必让你亡//@深圳苗方清颜专业祛痘连锁: #白百合出轨#陈羽凡朋友圈深夜发文：毁我家者必让你亡,2017-04-15 13:39,360安全浏览器,http://weibo.com/2097704193/EEBZQfBN5,深圳苗方清颜官方微博,37969,女,广东 深圳,企业认证,转发,#白百何出轨# 15日凌晨2点，陈羽凡在朋友圈发文写道：“我知道的和你丫所策划的一切，我保证要还。毁我家者必让你亡！你不知道怎么做男人，我就好好教教你！”而女方到目前尚未回应。详情：http://t.cn/RXGtKEi ?,微博 weibo.com,2017-04-15 11:39,新浪娱乐,http://weibo.com/1642591402/EEBdcrSe2
【《歌手》总决赛今晚上演，白百合最终无缘长沙】在昨晚的彩排中，夺冠热门的林忆莲偕帮唱嘉宾张惠妹一展超高人气。在帮帮唱环节，林忆莲与张惠妹，林志炫与海莉·薇斯特拉，李健与岳云鹏等七组人马已经确定。张碧晨原定邀请白百何，但后者受出轨风波影响最终无缘长沙。>>http://t.cn/RXGiSqh ?,2017-04-15 13:30,皮皮时光机,http://weibo.com/1912964267/EEBWasgGt,长沙晚报,3046299,女,湖南 长沙,媒体认证,原创,,,,,
"#白百合出轨##厉害了网红#  
男女的感情如同鲜花，
虽然真，但是随时可能凋零，   
姐妹的感情如同永生花，虽是假，却永不凋谢。 http://t.cn/z8AJeTR ?",2017-04-15 12:50,iPhone 7 Plus,http://weibo.com/1739911973/EEBFZbYiO,麦琪啦,128984,女,浙江 杭州,名人认证,原创,,,,,
白百合：我们还没上床，不算出轨#如厕必备读物# ? http://t.cn/R2W6M63 ?,2017-04-15 12:46,iPhone 7,http://weibo.com/2530923971/EEBEyyknL,Meroc葡萄,17380,女,河北 石家庄,普通用户,原创,,,,,
[摊手][悲伤]女人不易，要长得好看，还要挣钱带娃~,2017-04-15 12:36,三星Galaxy NOTE III,http://weibo.com/1222984641/EEBAo3IZm,赵凝作家脱口秀主持人,95820,女,北京,名人认证,转发,"#凝视脱口秀# 都说当今女人不容易，又要长的好看，还要挣钱，到家还要洗衣做饭带娃。男人就只挣钱就好了。依我看呀，男人也够不容易的。在外边拼命挣钱养家，休息就组织浪漫情调讨好老婆，都做到这份上了结果呢？
王宝强能挣钱吧，马蓉出轨了。                 
陈羽凡能挣钱吧，白百合出轨了。      ...全文： http://m.weibo.cn/6074691825/4096497680998995...全文： http://m.weibo.cn/6074691825/4096497680998995 ?",360安全浏览器,2017-04-14 18:10,凝视脱口秀,http://weibo.com/6074691825/EEulq4bSP
#白百合出轨# 15日凌晨2点，陈羽凡在朋友圈发文写道：“我知道的和你丫所策划的一切，我保证要还。毁我家者必让你亡！你不知道怎么做男人，我就好好教教你！” ?,2017-04-15 12:36,iPhone 5s,http://weibo.com/2286174003/EEBAtCkgC,喇叭叔叔,19264,男,北京 东城区,名人认证,原创,,,,,
天啊！白百合出轨#白百合婚内出轨#这件事，跟我在本期#凝视脱口秀#中谈到的这位电影圈女明星，故事惊人相似。历史总是惊人相似~[摊手][思考][委屈]@凝视脱口秀,2017-04-15 12:11,三星Galaxy NOTE III,http://weibo.com/1222984641/EEBq3Dpl8,赵凝作家脱口秀主持人,95820,女,北京,名人认证,转发,#白百何出轨# 15日凌晨2点，陈羽凡在朋友圈发文写道：“我知道的和你丫所策划的一切，我保证要还。毁我家者必让你亡！你不知道怎么做男人，我就好好教教你！”而女方到目前尚未回应。详情：http://t.cn/RXGtKEi ?,微博 weibo.com,2017-04-15 11:39,新浪娱乐,http://weibo.com/1642591402/EEBdcrSe2
"#白百合被爆出轨# 告诉了我们什么道理？ 

▼无论是男人还是女人，都不能掉以轻心呀！ ?",2017-04-15 11:07,专业版微博,http://weibo.com/3857515910/EEB0ungfw,邢帅教育,12936,男,广东 广州,企业认证,原创,,,,,
//@赵凝作家脱口秀主持人:写得好！[嘻嘻],2017-04-15 10:18,三星Galaxy NOTE III,http://weibo.com/1222984641/EEAGewI58,赵凝作家脱口秀主持人,95820,女,北京,名人认证,转发,"#凝视脱口秀# 都说当今女人不容易，又要长的好看，还要挣钱，到家还要洗衣做饭带娃。男人就只挣钱就好了。依我看呀，男人也够不容易的。在外边拼命挣钱养家，休息就组织浪漫情调讨好老婆，都做到这份上了结果呢？
王宝强能挣钱吧，马蓉出轨了。                 
陈羽凡能挣钱吧，白百合出轨了。      ...全文： http://m.weibo.cn/6074691825/4096497680998995 ?",360安全浏览器,2017-04-14 18:10,凝视脱口秀,http://weibo.com/6074691825/EEulq4bSP
我问禅师:“白百合都出轨了，是否还可以相信爱情? ” 禅师微微一笑，指着天空一只飞鸟道:“看看它你就明白了。” 我仰望许久，若有所思道:“大师的意思是否是说:爱的意义就是不受束缚让它自由飞翔?” 大师闭上眼睛道:“非也!我意思是:人家出轨关你鸟事!!好好上你的班，五一打算去哪里玩啊！！！ ?,2017-04-15 10:18,360安全浏览器,http://weibo.com/1215361752/EEAGjzq22,鹏城网,2027,男,广东 深圳,企业认证,原创,,,,,
老梁谈白百合出轨事件。http://t.cn/RXUWBll ?,2017-04-15 09:24,iPhone 7 Plus,http://weibo.com/1895622611/EEAkykH60,中国播音主持网,1016513,男,北京,媒体认证,原创,,,,,
明星、名人中，白百合，白岩松，好像和植物有关~不过我认为姓名白的名人中，大家最喜欢的还是白求恩。一个纯粹的人、一个脱离了低级趣味的人！,2017-04-15 08:56,微博 weibo.com,http://weibo.com/1434387020/EEA8VEAks,玉名,1419699,男,北京 海淀区,名人认证,转发,姓氏学家说，白姓较多的是白族、其次是回族，白起是哪个民族的？白百合呢？ ?,搜狗高速浏览器,2017-04-14 17:44,晓雨闻铃,http://weibo.com/1405906767/EEuaWiivd
[心],2017-04-15 08:01,情侣配对,http://weibo.com/2154332097/EEzMJe1pN,占星小巫爱星座,3072506,女,海外,名人认证,转发,"白百合离婚申明 到底什么时候发出来
白百合工作室发博称双方以取关
白百何 会不会也被打到穿越呢？ 
陈羽凡你怎么看？ http://t.cn/RXw1x0N ?",微博 weibo.com,2017-04-12 17:10,芝士萱公子,http://weibo.com/6192926831/EEb5XB2E2
[作揖]//@老头吉祥:除了跑男就是白百合出轨，快去做早餐去吧，别这耽误工夫了。,2017-04-15 06:31,三星 GALAXY S6 edge+,http://weibo.com/1807715644/EEzcnxNac,段郎说事,1089091,男,江西 九江,名人认证,转发,起床，微博上有啥好玩的新闻？说来听听。 ?,三星 GALAXY S6 edge+,2017-04-15 06:20,段郎说事,http://weibo.com/1807715644/EEz7PlHEF
屌丝日记中 白百合狂损文章尺寸小~真是神剧情啊，差不多预言了当下的情况~[doge] http://t.cn/RXA7BAU ????,2017-04-15 03:16,搞笑达人,http://weibo.com/1785381687/EExUWvQzB,搞笑幽默大叔,118502,男,江苏,名人认证,原创,,,,,
"青春是打开了就合不上的书，
       人生是踏上了就回不了头的路，
       爱情是扔出了就收不回的赌注。
           对自己好点，一辈子不长；
                   对身边的人好点，
          下辈子你们不一定能够遇见。#白百合离婚声明##哪有什么错过的人# 沐屿678 ?",2017-04-15 02:35,iPhone 6s Plus,http://weibo.com/2477577170/EExEAahG6,杂物集,1439,女,广东 广州,企业认证,原创,,,,,
写得好！[嘻嘻],2017-04-15 01:40,三星Galaxy NOTE III,http://weibo.com/1222984641/EExil3bR2,赵凝作家脱口秀主持人,95820,女,北京,名人认证,转发,"#凝视脱口秀# 都说当今女人不容易，又要长的好看，还要挣钱，到家还要洗衣做饭带娃。男人就只挣钱就好了。依我看呀，男人也够不容易的。在外边拼命挣钱养家，休息就组织浪漫情调讨好老婆，都做到这份上了结果呢？
王宝强能挣钱吧，马蓉出轨了。                 
陈羽凡能挣钱吧，白百合出轨了。      ...全文： http://m.weibo.cn/6074691825/4096497680998995 ?",360安全浏览器,2017-04-14 18:10,凝视脱口秀,http://weibo.com/6074691825/EEulq4bSP
#陈羽凡发文#白百合怒斥老公陈羽凡，陈羽凡节目现场嚎啕大哭[挖鼻]http://t.cn/RXy31OH ?,2017-04-15 01:21,微博 weibo.com,http://weibo.com/1773456030/EExanzUe3,当时我就八卦了,387028,女,北京 朝阳区,名人认证,原创,,,,,
白百合出不出轨与俺没关系。碎觉！ ?,2017-04-15 01:18,搜狗高速浏览器,http://weibo.com/1405906767/EEx9c2hRL,晓雨闻铃,551551,男,北京 海淀区,名人认证,原创,,,,,
转发微博,2017-04-14 22:52,华为手机,http://weibo.com/2765303365/EEwbVhHNh,starculture,10795,女,河南,企业认证,转发,#陈羽凡发文#白百合大吐苦水，直言陈羽凡不顾家庭，陈羽凡痛哭！ http://t.cn/RXUAhFv . ?,微博网页,2017-04-14 11:43,娱乐趴扒趴,http://weibo.com/6090644771/EErOi0t1s
[二哈],2017-04-14 22:43,微博 weibo.com,http://weibo.com/2729902997/EEw8aqzxc,逗逼的日常,1524154,男,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
[二哈][二哈],2017-04-14 22:39,微博 weibo.com,http://weibo.com/2028685805/EEw6Bcgr1,这微博是个奇葩,1461490,男,北京,名人认证,转发,凤凰香郡，一处高档的藏娇之所，住着形形.se.se.的女人。一个偶然，我成了里面的保安，获悉了一些不为人知的秘密……(陈羽凡发文  白百合离婚声明) http://t.cn/RXUZQtJ ?,微博 weibo.com,2017-04-14 11:33,回忆姑娘的情书,http://weibo.com/6124838522/EErKpq650
